KM,callnum,title,author,year,month,page,specattr,specattrloc,specneg,specnegloc,specop,specformpage,specdescpage,sprocessperiod,sprocess,photomech,hasphoto,paperman,paperbran,paperloc,negman,negbran,negloc,lensman,lensbran,lensloc,mountman,mountloc,coatman,coatloc,accman,accloc,subj,snote,sanalysis,specpath,fullspecpath,negman_k,mountman_k,lensman_k,accman_k,coatman_k,paperman_k,author_sort,specattr_sort,specneg_sort,specop_sort,localpath,cluster,decade,title_c,author_c,decade_c,specattr_c,specattrloc_c,specneg_c,specnegloc_c,specop_c,sprocess_c,photomech_c,hasphoto_c,paperman_c,paperbran_c,paperloc_c,negman_c,negbran_c,negloc_c,lensman_c,lensbran_c,lensloc_c,mountman_c,mountloc_c,coatman_c,coatloc_c,accman_c,accloc_c,subj_c,cluster_c,negman_k_c,mountman_k_c,lensman_k_c,accman_k_c,coatman_k_c,paperman_k_c,tabspecpath
116,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1880,November,321a,Harroun & Bierstadt,"New York, NY, USA",J.F. Ryder,"Chicago, IL, USA",,,,Artotype,Collotype,True,True,,,,,,,,,,,,,,,,"Portrait, man",,,specimens_resized/116_S.JPG,specimens_resized_panel/116_S.JPG,False,False,False,False,False,False,E. & H.T. Anthony & Co.,Harroun & Bierstadt,"Ryder, J.F.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/116_S.JPG,6,188,6,4,2,7,1,7,4,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,0,0,0,0,0,0,specimens/116_S.JPG
117,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1880,December,353a,W. J. Baker,"Buffalo, NY, USA",L.C. Mundy,"Utica, NY, USA",,,,Artotype,Collotype,True,True,,,,,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/117_S.JPG,specimens_resized_panel/117_S.JPG,False,False,False,False,False,False,E. & H.T. Anthony & Co.,"Baker, W. J.","Mundy, L.C.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/117_S.JPG,2,188,6,4,2,7,7,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,specimens/117_S.JPG
118,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1881,February,33a,Harroun & Bierstadt,"New York, NY, USA",Thomas Gorst,"Windsor, Canada",,,,Artotype,Collotype,True,True,,,,,,,,,,,,,,,,"Portrait, child",,,specimens_resized/118_S.JPG,specimens_resized_panel/118_S.JPG,False,False,False,False,False,False,E. & H.T. Anthony & Co.,Harroun & Bierstadt,"Gorst, Thomas",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/118_S.JPG,11,188,6,4,2,7,1,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,0,0,0,0,0,0,specimens/118_S.JPG
119,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1881,March,65a,Harroun & Bierstadt,"New York, NY, USA",Henry Rocher,"Chicago, IL, USA",,,,Artotype,Collotype,True,True,,,,,,,,,,,,,,,,"Portrait, man",,,specimens_resized/119_S.JPG,specimens_resized_panel/119_S.JPG,False,False,False,False,False,False,E. & H.T. Anthony & Co.,Harroun & Bierstadt,"Rocher, Henry",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/119_S.JPG,2,188,6,4,2,7,1,3,4,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,specimens/119_S.JPG
120,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1881,April,97a,Harroun & Bierstadt,"New York, NY, USA",C.D. Fredricks,"New York, NY, USA",,,,Artotype,Collotype,True,True,,,,,,,,,,,,,,,,"Portrait, man",,,specimens_resized/120_S.JPG,specimens_resized_panel/120_S.JPG,False,False,False,False,False,False,E. & H.T. Anthony & Co.,Harroun & Bierstadt,"Fredricks, C.D.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/120_S.JPG,2,188,6,4,2,7,1,7,2,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,specimens/120_S.JPG
121,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1881,July,193a,Harroun & Bierstadt,"New York, NY, USA",George G. Rockwood,"New York, NY, USA",,,,Artotype,Collotype,True,True,,,,,,,,,,,,,,,,"Portrait, man",,,specimens_resized/121_S.JPG,specimens_resized_panel/121_S.JPG,False,False,False,False,False,False,E. & H.T. Anthony & Co.,Harroun & Bierstadt,"Rockwood, George G.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/121_S.JPG,2,188,6,4,2,7,1,7,2,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,specimens/121_S.JPG
122,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1881,October,289a,E. Bierstadt,"New York, NY, USA",Sarony,"New York, NY, USA",,,,Artotype,Collotype,True,True,,,,,,,,,,,,,,,,"Portrait, man",,,specimens_resized/122_S.JPG,specimens_resized_panel/122_S.JPG,False,False,False,False,False,False,E. & H.T. Anthony & Co.,"Bierstadt, E.",Sarony,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/122_S.JPG,2,188,6,4,2,7,1,4,2,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,specimens/122_S.JPG
123,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1881,November,321a,,,Frederick Crane,"Newark, NJ, USA",,,,,Collotype,False,True,,,,Eastman,Gelatino Bromide Dry Plates,"Rochester, NY, USA",,,,,,,,,,Landscape,,,specimens_resized/123_S.JPG,specimens_resized_panel/123_S.JPG,True,False,False,False,False,False,E. & H.T. Anthony & Co.,,"Crane, Frederick",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/123_S.JPG,1,188,6,4,2,7,7,7,7,7,1,0,0,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,1,7,1,0,0,0,0,0,specimens/123_S.JPG
124,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1881,December,353a,Harroun & Bierstadt,,J.H. Kent,"Rochester, NY, USA",,,,Artotype,Collotype,True,True,,,,,,,,,,,,,,,,"Portrait, man",,,specimens_resized/124_S.JPG,specimens_resized_panel/124_S.JPG,False,False,False,False,False,False,E. & H.T. Anthony & Co.,Harroun & Bierstadt,"Kent, J.H.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/124_S.JPG,2,188,6,4,2,7,7,6,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,specimens/124_S.JPG
125,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1882,January,1a,,,,,,,,,Collotype,True,True,,,,,,,,,,,,,,,,"Portrait, man",,,specimens_resized/125_S.JPG,specimens_resized_panel/125_S.JPG,False,False,False,False,False,False,E. & H.T. Anthony & Co.,,,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/125_S.JPG,2,188,6,4,2,7,7,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,specimens/125_S.JPG
126,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1882,April,97a,,,Joshua Smith,,,,122-23,Indo-tint,Collotype,True,True,,,,,,,,,,,,,,,,"Portrait, man",,,specimens_resized/126_S.JPG,specimens_resized_panel/126_S.JPG,False,False,False,False,False,False,E. & H.T. Anthony & Co.,,"Smith, Joshua",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/126_S.JPG,2,188,6,4,2,7,7,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,specimens/126_S.JPG
127,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1882,May,129a,,,D.H. Anderson,"New York, NY, USA",,,156,Indo-tint,Collotype,True,True,,,,,,,,,,,,,,,,"Portrait, man",,,specimens_resized/127_S.JPG,specimens_resized_panel/127_S.JPG,False,False,False,False,False,False,E. & H.T. Anthony & Co.,,"Anderson, D.H.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/127_S.JPG,2,188,6,4,2,7,7,7,2,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,specimens/127_S.JPG
128,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1882,August,225a,,,,,,,282,,Collotype,True,True,,,,,,,,,,,,,,,,"Portrait, man",,,specimens_resized/128_S.JPG,specimens_resized_panel/128_S.JPG,False,False,False,False,False,False,E. & H.T. Anthony & Co.,,,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/128_S.JPG,2,188,6,4,2,7,7,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,specimens/128_S.JPG
129,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1882,October,321a,,,,,,,,,Collotype,True,True,,,,,,,,,,,,,,,,Artwork,,,specimens_resized/129_S.JPG,specimens_resized_panel/129_S.JPG,False,False,False,False,False,False,E. & H.T. Anthony & Co.,,,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/129_S.JPG,11,188,6,4,2,7,7,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,0,0,0,0,0,0,specimens/129_S.JPG
130,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1882,December,385a,F. Edsall,"New York, NY, USA",J.H. Kent,"Rochester, NY, USA",,,408-9,,Albumen silver print,False,True,E. & H.T. Anthony,Hail Columbia Albumen Paper,"New York, NY, USA",Eastman,Special Dry Plates,"Rochester, NY, USA",,,,,,,,,,"Portrait, woman",,,specimens_resized/130_S.JPG,specimens_resized_panel/130_S.JPG,True,False,False,False,False,True,E. & H.T. Anthony & Co.,"Edsall, F.","Kent, J.H.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/130_S.JPG,4,188,6,4,2,7,1,6,7,7,0,0,0,0,7,4,7,7,5,7,7,7,7,7,7,7,7,7,0,6,1,0,0,0,0,1,specimens/130_S.JPG
131,TR 1. A6,Anthony's Photographic Journal,E. & H.T. Anthony & Co.,1897,July,199a,Automatic Photograph Co.,"New York, NY, USA",Benjamin J. Falk,"New York, NY, USA",,,,,Gelatin silver DOP,False,True,Buffalo Argentic Paper Co.,Enamelled Bromide Paper,"Buffalo, NY, USA",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/131_S.JPG,specimens_resized_panel/131_S.JPG,False,False,False,False,False,True,E. & H.T. Anthony & Co.,Automatic Photograph Co.,"Falk, Benjamin J.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/131_S.JPG,0,189,6,4,0,7,1,7,2,7,3,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,3,0,0,0,0,0,1,specimens/131_S.JPG
156,TR1. A8,Atelier des Photographen,,1895,,1a,"Meisenbach, Riffarth & Co.","Berlin, Germany",A. Miethe,"Braunschweig, Germany",,,,Lichtkupferdruck,Collotype,True,True,,,,,,,,,,,,,,,,Landscape,,,specimens_resized/156_S.JPG,specimens_resized_panel/156_S.JPG,False,False,False,False,False,False,,"Meisenbach, Riffarth & Co.","Miethe, A.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/156_S.JPG,9,189,7,7,0,7,3,7,7,7,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,0,0,0,0,0,0,specimens/156_S.JPG
157,TR1. A8,Atelier des Photographen,,1895,,34b,Erwin Raupp,"Dresden, Germany",,,,,,Albuminpapier-Druck,Albumen silver print,False,True,Brillant-Albumin-Papier,,"Dresden, Germany",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/157_S.JPG,specimens_resized_panel/157_S.JPG,False,False,False,False,False,True,,"Raupp, Erwin",,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/157_S.JPG,11,189,7,7,0,7,5,7,7,7,0,0,0,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,0,0,0,0,1,specimens/157_S.JPG
158,TR1. A8,Atelier des Photographen,,1895,,56b,Neue Photographische Gesellschaft,"Berlin, Germany",Paul Grundner,"Berlin, Germany",,,,Bromaryt Paper Print,Gelatin silver DOP,False,True,Bromaryl Paper,,,,,,,,,,,,,,,"Portrait, woman",Printed a rotary press (Rotations-Photographie),,specimens_resized/158_S.JPG,specimens_resized_panel/158_S.JPG,False,False,False,False,False,True,,Neue Photographische Gesellschaft,"Grundner, Paul",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/158_S.JPG,4,189,7,7,0,7,3,7,1,7,3,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,6,0,0,0,0,0,1,specimens/158_S.JPG
159,TR1. A8,Atelier des Photographen,,1895,,112b,K. Hazura,"Vienna, Austria",,,,,,Photogalvanograph,Photogalvanograph,True,True,,,,,,,,,,,,,,,,Artwork,,,specimens_resized/159_S.JPG,specimens_resized_panel/159_S.JPG,False,False,False,False,False,False,,"Hazura, K.",,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/159_S.JPG,11,189,7,7,0,7,4,7,7,7,7,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,0,0,0,0,0,0,specimens/159_S.JPG
160,TR1. A8,Atelier des Photographen,,1895,,120b,E. Albert & Co.,"Munich, Germany",Hofaterlier Elvira,"Munich, Germany",,,,Heliogravure,Photogravure,True,True,,,,,,,,,,,,,,,,Genre,,,specimens_resized/160_S.JPG,specimens_resized_panel/160_S.JPG,False,False,False,False,False,False,,E. Albert & Co.,Hofaterlier Elvira,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/160_S.JPG,2,189,7,7,0,7,2,7,6,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,0,0,0,0,0,0,specimens/160_S.JPG
161,TR1. A8,Atelier des Photographen,,1895,,152b,"Meisenbach, Riffarth & Co.","Berlin, Germany",D. Ronnenberg,,,,,,Photogravure,True,True,,,,,,,,,,,,,,,,Landscape,,,specimens_resized/161_S.JPG,specimens_resized_panel/161_S.JPG,False,False,False,False,False,False,,"Meisenbach, Riffarth & Co.","Ronnenberg, D.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/161_S.JPG,11,189,7,7,0,7,3,7,7,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,0,0,0,0,0,0,specimens/161_S.JPG
162,TR1. A8,Atelier des Photographen,,1896,,1a,J. Blechinger,"Vienna, Austria",Fritz Moller,"Halle, Germany",,,,Heliogravure,Photogravure,True,True,,,,,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/162_S.JPG,specimens_resized_panel/162_S.JPG,False,False,False,False,False,False,,"Blechinger, J.","Moller, Fritz",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/162_S.JPG,11,189,7,7,0,7,4,7,7,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,0,0,0,0,0,specimens/162_S.JPG
163,TR1. A8,Atelier des Photographen,,1896,,68b,J. Blechinger,"Vienna, Austria",Fritz Moller,"Halle, Germany",,,,Heliogravure,Photogravure,True,True,,,,,,,,,,,,,,,,"Genre / Portrait, man",,,specimens_resized/163_S.JPG,specimens_resized_panel/163_S.JPG,False,False,False,False,False,False,,"Blechinger, J.","Moller, Fritz",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/163_S.JPG,2,189,7,7,0,7,4,7,7,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,specimens/163_S.JPG
164,TR1. A8,Atelier des Photographen,,1896,,100b,J. Blechinger,"Vienna, Austria",Albert Gottheil,"Danzig, Germany",,,,Heliogravure,Photogravure,True,True,,,,,,,,,,,,,,,,Landscape,,,specimens_resized/164_S.JPG,specimens_resized_panel/164_S.JPG,False,False,False,False,False,False,,"Blechinger, J.","Gottheil, Albert",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/164_S.JPG,7,189,7,7,0,7,4,7,7,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,4,0,0,0,0,0,0,specimens/164_S.JPG
165,TR1. A8,Atelier des Photographen,,1896,,136b,Neue Photographische Gesellschaft,"Berlin, Germany",Charles Scolik,"Vienna, Austria",,,,Rotationsphotographie,Gelatin silver DOP,False,True,,,,,,,,,,,,,,,,"Portraits, miscellaneous",,,specimens_resized/165_S.JPG,specimens_resized_panel/165_S.JPG,False,False,False,False,False,False,,Neue Photographische Gesellschaft,"Scolik, Charles",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/165_S.JPG,11,189,7,7,0,7,3,7,3,7,3,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,specimens/165_S.JPG
166,TR1. A8,Atelier des Photographen,,1896,,168b,"Meisenbach, Riffarth & Co.","Berlin, Germany",Paul Grundner,"Berlin, Germany",,,,Photogravure,Photogravure,True,True,,,,,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/166_S.JPG,specimens_resized_panel/166_S.JPG,False,False,False,False,False,False,,"Meisenbach, Riffarth & Co.","Grundner, Paul",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/166_S.JPG,11,189,7,7,0,7,3,7,1,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,0,0,0,0,0,specimens/166_S.JPG
167,TR1. A8,Atelier des Photographen,,1896,,184b,Blechinger & Leykauf,"Vienna, Austria",Edmond Sacre,"Ghent, Belgium",,,,Heliogravure,Photogravure,True,True,,,,,,,,,,,,,,,,Landscape,,,specimens_resized/167_S.JPG,specimens_resized_panel/167_S.JPG,False,False,False,False,False,False,,Blechinger & Leykauf,"Sacre, Edmond",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/167_S.JPG,11,189,7,7,0,7,4,7,7,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,0,0,0,0,0,0,specimens/167_S.JPG
168,TR1. A8,Atelier des Photographen,,1897,,85b,Neue Photographische Gesellschaft,"Berlin, Germany",,,,,,,Gelatin silver DOP,False,True,,,,,,,,,,,,,,,,"Portraits, miscellaneous",,,specimens_resized/168_S.JPG,specimens_resized_panel/168_S.JPG,False,False,False,False,False,False,,Neue Photographische Gesellschaft,,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/168_S.JPG,11,189,7,7,0,7,3,7,7,7,3,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,specimens/168_S.JPG
169,TR1. A8,Atelier des Photographen,,1897,,102b,Blechinger & Leykauf,"Vienna, Austria",A. Miethe,"Braunschweig, Germany",,,,Heliogravure,Photogravure,True,True,,,,,,,,,,,,,,,,Landscape,,,specimens_resized/169_S.JPG,specimens_resized_panel/169_S.JPG,False,False,False,False,False,False,,Blechinger & Leykauf,"Miethe, A.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/169_S.JPG,9,189,7,7,0,7,4,7,7,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,0,0,0,0,0,0,specimens/169_S.JPG
170,TR1. A8,Atelier des Photographen,,1897,,128b,Joseph Scholz,"Mainz, Germany",,,,,,Algraph,Photolithograph,True,True,,,,,,,,,,,,,,,,Artwork,,,specimens_resized/170_S.JPG,specimens_resized_panel/170_S.JPG,False,False,False,False,False,False,,"Scholz, Joseph",,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/170_S.JPG,7,189,7,7,0,7,7,7,7,7,5,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,4,0,0,0,0,0,0,specimens/170_S.JPG
171,TR1. A8,Atelier des Photographen,,1897,,137b,Blechinger & Leykauf,"Vienna, Austria",Knapf,"Knoxville, TN, USA",,,,Heliogravure,Photogravure,True,True,,,,,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/171_S.JPG,specimens_resized_panel/171_S.JPG,False,False,False,False,False,False,,Blechinger & Leykauf,Knapf,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/171_S.JPG,2,189,7,7,0,7,4,7,7,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,specimens/171_S.JPG
172,TR1. A8,Atelier des Photographen,,1897,,138b,"Meisenbach, Riffarth & Co.","Berlin, Germany",Paul Grundner,"Berlin, Germany",,,,Heliogravure,Photogravure,True,True,,,,,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/172_S.JPG,specimens_resized_panel/172_S.JPG,False,False,False,False,False,False,,"Meisenbach, Riffarth & Co.","Grundner, Paul",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/172_S.JPG,11,189,7,7,0,7,3,7,1,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,0,0,0,0,0,specimens/172_S.JPG
173,TR1. A8,Atelier des Photographen,,1897,,169b,"Meisenbach, Riffarth & Co.","Berlin, Germany",J. Huysser,,,,,Heliogravure,Photogravure,True,True,,,,,,,,,,,,,,,,Genre,,,specimens_resized/173_S.JPG,specimens_resized_panel/173_S.JPG,False,False,False,False,False,False,,"Meisenbach, Riffarth & Co.","Huysser, J.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/173_S.JPG,7,189,7,7,0,7,3,7,7,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,4,0,0,0,0,0,0,specimens/173_S.JPG
174,TR1. A8,Atelier des Photographen,,1897,,170b,Blechinger & Leykauf,"Vienna, Austria",H. Brandseph,"Stuttgart, Germany",,,,Heliogravure,Photogravure,True,True,,,,,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/174_S.JPG,specimens_resized_panel/174_S.JPG,False,False,False,False,False,False,,Blechinger & Leykauf,"Brandseph, H.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/174_S.JPG,2,189,7,7,0,7,4,7,7,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,specimens/174_S.JPG
175,TR1. A8,Atelier des Photographen,,1898,,1a,Blechinger & Leykauf,"Vienna, Austria",Fritz Moller,"Halle, Germany",,,,Heliogravure,Photogravure,True,True,,,,,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/175_S.JPG,specimens_resized_panel/175_S.JPG,False,False,False,False,False,False,,Blechinger & Leykauf,"Moller, Fritz",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/175_S.JPG,10,189,7,7,0,7,4,7,7,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,1,0,0,0,0,0,0,specimens/175_S.JPG
176,TR1. A8,Atelier des Photographen,,1898,,41a,"Meisenbach, Riffarth & Co.","Berlin, Germany",Loescher & Petsch,"Berlin, Germany",,,,Heliogravure,Photogravure,True,True,,,,,,,,,,,,,,,,"Portrait, women",,,specimens_resized/176_S.JPG,specimens_resized_panel/176_S.JPG,False,False,False,False,False,False,,"Meisenbach, Riffarth & Co.",Loescher & Petsch,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/176_S.JPG,11,189,7,7,0,7,3,0,1,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,specimens/176_S.JPG
177,TR1. A8,Atelier des Photographen,,1898,,74a,Blechinger & Leykauf,"Vienna, Austria",Fritz Moller,"Halle, Germany",,,,Heliogravure,Photogravure,True,True,,,,,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/177_S.JPG,specimens_resized_panel/177_S.JPG,False,False,False,False,False,False,,Blechinger & Leykauf,"Moller, Fritz",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/177_S.JPG,11,189,7,7,0,7,4,7,7,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,0,0,0,0,0,specimens/177_S.JPG
178,TR1. A8,Atelier des Photographen,,1898,,145a,Blechinger & Leykauf,"Vienna, Austria",O. Suck,"Carlsruhe, Germany",,,,Heliogravure,Photogravure,True,True,,,,,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/178_S.JPG,specimens_resized_panel/178_S.JPG,False,False,False,False,False,False,,Blechinger & Leykauf,"Suck, O.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/178_S.JPG,2,189,7,7,0,7,4,7,7,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,specimens/178_S.JPG
179,TR1. A8,Atelier des Photographen,,1898,,152b,,,Rudolf Eickemeyer,"Yonkers, NY, USA",,,,,Gelatin silver DOP,False,True,Nepera Chemical Co.,Carbon Velox Paper,"Yonkers, NY, USA",,,,,,,,,,,,,"Portrait, man",,,specimens_resized/179_S.JPG,specimens_resized_panel/179_S.JPG,False,False,False,False,False,True,,,"Eickemeyer, Rudolf",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/179_S.JPG,11,189,7,7,0,7,7,7,7,7,3,0,0,1,7,2,7,7,7,7,7,7,7,7,7,7,7,7,4,7,0,0,0,0,0,1,specimens/179_S.JPG
180,TR1. A8,Atelier des Photographen,,1898,,183a,Verlanganstalt F. Bruckmann,"Munich, Germany",H. Widensohler,"Hamburg, Germany",,,,Heliogravure,Photogravure,True,True,,,,,,,,,,,,,,,,"Portrait, group",,,specimens_resized/180_S.JPG,specimens_resized_panel/180_S.JPG,False,False,False,False,False,False,,Verlanganstalt F. Bruckmann,"Widensohler, H.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/180_S.JPG,11,189,7,7,0,7,2,7,7,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,specimens/180_S.JPG
181,TR1. A8,Atelier des Photographen,,1899,,1a,Blechinger & Leykauf,"Vienna, Austria",Gebruder Lutzel,"Munich, Germany",,,,Heliogravure,Photogravure,True,True,,,,,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/181_S.JPG,specimens_resized_panel/181_S.JPG,False,False,False,False,False,False,,Blechinger & Leykauf,Gebruder Lutzel,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/181_S.JPG,2,189,7,7,0,7,4,7,6,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,specimens/181_S.JPG
182,TR1. A8,Atelier des Photographen,,1899,,53a,Blechinger & Leykauf,"Vienna, Austria",W. Weimer,"Darmstadt, Germany",,,,Heliogravure,Photogravure,True,True,,,,,,,,,,,,,,,,Genre,,,specimens_resized/182_S.JPG,specimens_resized_panel/182_S.JPG,False,False,False,False,False,False,,Blechinger & Leykauf,"Weimer, W.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/182_S.JPG,2,189,7,7,0,7,4,7,7,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,0,0,0,0,0,0,specimens/182_S.JPG
